,,,,,,,,,,,,,,,,,,,,AVG SCORE,-0.049703839,,
,,,,,,,,,,,,,,,,,,,,STNRD DEV,0.0502797,,
Week,die: (Alabama),police: (Alabama),gunshot: (Alabama),murder: (Alabama),negligence: (Alabama),power: (Alabama),school: (Alabama),setback: (Alabama),law: (Alabama),crime: (Alabama),business: (Alabama),economy: (Alabama),ethics: (Alabama),innovation: (Alabama),politician: (Alabama),progress: (Alabama),employment: (Alabama),success: (Alabama),trustworthy: (Alabama),work: (Alabama),TI SCORES,,
6/5/2016,30,34,0,14,0,21,42,0,9,2,65,7,4,2,1,2,10,3,0,85,-0.081570997,-0.633797701,0.087401758
6/12/2016,27,38,0,12,0,25,38,0,9,3,63,5,4,3,1,3,9,3,0,80,-0.058823529,-0.181379178,-0.122209989
6/19/2016,28,38,0,13,0,21,39,0,9,2,63,6,2,2,1,2,11,3,0,78,-0.056603774,-0.137231026,-0.285269085
6/26/2016,32,34,0,10,1,23,40,0,10,2,57,5,3,1,1,3,9,4,0,78,-0.028753994,0.416666075,-0.133935458
7/3/2016,31,100,0,12,1,24,39,0,12,2,55,4,3,2,0,2,9,3,0,73,0.188172043,4.731052144,1.207277004
7/10/2016,26,62,0,11,0,25,53,0,13,2,63,5,3,2,1,3,11,3,0,79,0.060773481,2.197254951,1.801935536
7/17/2016,26,71,0,10,0,25,58,0,11,2,63,7,4,2,1,2,12,4,0,79,0.076923077,2.518450111,2.46585582
7/24/2016,25,41,0,10,0,24,72,0,10,2,65,6,5,2,1,3,10,3,0,79,0.027932961,1.544098312,2.74771388
7/31/2016,25,40,0,10,0,24,84,0,11,2,59,5,3,2,0,4,11,4,0,75,0.091922006,2.81675994,2.269140829
8/7/2016,28,34,0,10,0,22,86,0,9,2,58,6,3,3,0,3,9,5,0,77,0.076056338,2.501211765,2.345130032
8/14/2016,20,33,0,11,1,23,81,0,9,2,59,6,5,2,0,4,11,6,0,68,0.055718475,2.096717247,2.239696816
